,Title,Location,Area Per Sqft,Builder,Status,Price in Lakhs
8664,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
8665,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
8666,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
8667,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
8668,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
8669,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
8670,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
8671,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
8672,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
8673,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
8674,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
8675,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
8676,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
8677,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
8678,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
8679,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
8680,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
8681,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
8682,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
8683,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
8684,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
8685,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
8686,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
8687,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
8688,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
8689,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
8690,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
8691,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
8692,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
8693,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
8694,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
8695,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
8696,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
8697,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
8698,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
8699,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
8700,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
8701,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
8702,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
8703,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
8704,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
8705,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
8706,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
8707,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
8708,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
8709,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
8710,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
8711,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
8712,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
8713,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
8714,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
8715,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
8716,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
8717,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
8718,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
8719,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
8720,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
8721,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
8722,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
8723,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
8724,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
8725,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
8726,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
8727,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
8728,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
8729,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
8730,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
8731,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
8732,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
8733,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
8734,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
8735,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
8736,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
8737,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
8738,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
8739,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
8740,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
8741,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
8742,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
8743,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
8744,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
8745,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
8746,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
8747,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
8748,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
8749,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
8750,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
8751,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
8752,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
8753,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
8754,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
8755,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
8756,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
8757,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
8758,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
8759,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
8760,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
8761,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
8762,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
8763,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
8764,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
8765,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
8766,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
8767,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
8768,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
8769,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
8770,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
8771,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
8772,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
8773,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
8774,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
8775,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
8776,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
8777,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
8778,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
8779,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
8780,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
8781,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
8782,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
8783,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
8784,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
8785,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
8786,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
8787,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
8788,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
8789,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
8790,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
8791,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
8792,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
8793,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
8794,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
8795,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
8796,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
8797,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
8798,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
8799,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
8800,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
8801,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
8802,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
8803,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
8804,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
8805,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
8806,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
8807,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
8808,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
8809,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
8810,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
8811,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
8812,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
8813,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
8814,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
8815,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
8816,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
8817,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
8818,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
8819,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
8820,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
8821,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
8822,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
8823,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
8824,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
8825,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
8826,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
8827,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
8828,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
8829,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
8830,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
8831,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
8832,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
8833,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
8834,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
8835,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
8836,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
8837,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
8838,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
8839,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
8840,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
8841,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
8842,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
8843,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
8844,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
8845,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
8846,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
8847,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
8848,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
8849,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
8850,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
8851,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
8852,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
8853,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
8854,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
8855,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
8856,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
8857,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
8858,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
8859,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
8860,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
8861,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
8862,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
8863,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
8864,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
8865,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
8866,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
8867,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
8868,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
8869,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
8870,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
8871,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
8872,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
8873,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
8874,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
8875,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
8876,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
8877,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
8878,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
8879,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
8880,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
8881,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
8882,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
8883,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
8884,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
8885,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
8886,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
8887,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
8888,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
8889,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
8890,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
8891,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
8892,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
8893,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
